prospect_id,industry,region,channel,campaign,previous_applications,website_visits,email_opens,email_clicks,sales_contacts,duplicate_application_flag,velocity_flag,gaming_risk_score,ml_anomaly_flag,anomaly_score
113752,Financial Services,North,Web,Startup_Accelerator,1,7,8,2,6,0,0,0,1,0.5998838627647375
100726,Education,East,Paid Search,SME_Growth,1,8,5,5,5,0,0,0,1,0.5996035081667498
112349,Education,West,Email,Startup_Accelerator,1,10,5,5,4,0,0,0,1,0.5994786203879147
103246,Logistics,North,Paid Search,Cashback_Business,1,3,6,3,6,0,0,0,1,0.5994266032896883
118286,Retail,South,Partner,Startup_Accelerator,0,6,8,6,1,0,0,0,1,0.5992257421099114
110674,Healthcare,West,Paid Search,Enterprise_Expansion,0,7,9,4,4,0,0,0,1,0.5988719700035005
109543,Financial Services,North,Email,Startup_Accelerator,0,14,7,3,2,0,0,0,1,0.598752810919474
121659,Technology,West,Sales Outreach,Startup_Accelerator,0,9,3,3,9,0,0,0,1,0.5985056686477044
100429,Retail,North,Partner,Cashback_Business,1,8,10,3,0,0,0,0,1,0.598385003187244
104542,Construction,West,Sales Outreach,Travel_Corporate,1,13,6,1,5,0,0,0,1,0.5982435218563139
105228,Professional Services,South,Paid Search,Enterprise_Expansion,0,13,10,1,4,0,0,0,1,0.598224276526691
106831,Retail,West,Email,SME_Growth,0,10,6,5,3,0,0,0,1,0.5979252758003638
116708,Construction,North,Web,Business_Premium,1,9,5,3,7,0,0,0,1,0.5977202472316531
123872,Hospitality,West,Partner,Cashback_Business,1,8,6,4,5,0,0,0,1,0.5973214391498368
112881,Logistics,East,Sales Outreach,Enterprise_Expansion,1,3,3,4,6,0,0,0,1,0.5969539295946087
118057,Hospitality,East,Referral,SME_Growth,0,14,7,4,2,0,0,0,1,0.5969397217862403
117304,Financial Services,North,Sales Outreach,Cashback_Business,0,8,5,7,2,0,0,0,1,0.5969359435874271
109553,Technology,South,Social,Enterprise_Expansion,0,9,6,5,5,0,0,0,1,0.5967645932661785
104816,Healthcare,South,Partner,SME_Growth,0,3,2,4,7,0,0,0,1,0.5966744563867972
109524,Construction,East,Email,SME_Growth,0,0,5,0,0,0,0,0,1,0.5962892007728062
101757,Manufacturing,South,Referral,Enterprise_Expansion,1,8,3,1,8,0,0,0,1,0.5961915305748633
103697,Professional Services,North,Referral,Enterprise_Expansion,1,9,10,2,3,0,0,0,1,0.5960798543719119
118213,Professional Services,East,Sales Outreach,Business_Premium,1,8,9,4,0,0,0,0,1,0.596063821888563
108080,Logistics,West,Social,Cashback_Business,0,10,2,4,6,0,0,0,1,0.5958159573221845
122562,Technology,West,Sales Outreach,Startup_Accelerator,0,2,1,0,0,0,0,0,1,0.5957898068727249
102274,Healthcare,West,Email,Startup_Accelerator,0,9,8,2,6,0,0,0,1,0.5957870571380088
101384,Hospitality,North,Email,Enterprise_Expansion,1,8,9,4,1,0,0,0,1,0.595748910984508
101491,Education,North,Partner,Cashback_Business,1,8,8,5,3,0,0,0,1,0.5954312949608241
113265,Construction,West,Email,Cashback_Business,1,10,2,6,2,0,0,0,1,0.5953648898374465
109756,Construction,West,Referral,SME_Growth,0,6,5,4,6,0,0,0,1,0.5952510725297624
120440,Professional Services,North,Email,Travel_Corporate,1,1,2,6,2,0,0,0,1,0.5952419975422254
114859,Technology,East,Web,Cashback_Business,0,6,9,4,4,0,0,0,1,0.5949691526857949
108637,Education,South,Sales Outreach,Enterprise_Expansion,0,10,12,4,1,0,0,0,1,0.5948648622706274
117283,Technology,South,Partner,Business_Premium,1,18,8,2,2,0,0,0,1,0.5948433883266843
116883,Technology,North,Web,Business_Premium,0,9,7,5,0,0,0,0,1,0.5946146962089529
117854,Hospitality,North,Web,Cashback_Business,0,13,8,4,2,0,0,0,1,0.5946033131363087
107831,Professional Services,East,Sales Outreach,Cashback_Business,0,2,7,0,0,0,0,0,1,0.594490855399251
101753,Financial Services,West,Email,Travel_Corporate,0,3,8,7,1,0,0,0,1,0.5940534083212533
112713,Technology,North,Paid Search,Enterprise_Expansion,1,4,5,5,4,0,0,0,1,0.5939630861353831
111231,Manufacturing,South,Social,SME_Growth,1,5,9,1,6,0,0,0,1,0.5939243384231186
112930,Education,North,Web,Enterprise_Expansion,0,7,8,2,6,0,0,0,1,0.59386441556587
121280,Retail,East,Sales Outreach,Startup_Accelerator,1,8,7,4,5,0,0,0,1,0.5937972864701494
102585,Hospitality,East,Paid Search,SME_Growth,1,11,4,7,2,0,0,0,1,0.5937962339792233
113320,Education,West,Partner,SME_Growth,0,6,7,3,7,0,0,0,1,0.5936431279872121
110574,Logistics,North,Email,Travel_Corporate,0,10,4,2,6,0,0,0,1,0.5934683916912326
116300,Hospitality,South,Paid Search,Business_Premium,0,14,7,2,3,0,0,0,1,0.593397604834452
119588,Healthcare,West,Paid Search,SME_Growth,1,3,6,5,4,0,0,0,1,0.5933543606341346
103990,Construction,North,Web,Startup_Accelerator,1,5,3,6,4,0,0,0,1,0.5933490711452603
123459,Technology,East,Web,Enterprise_Expansion,1,6,10,1,5,0,0,0,1,0.5933363627978553
124536,Hospitality,West,Web,Enterprise_Expansion,0,11,2,2,7,0,0,0,1,0.5932280958218159
107608,Professional Services,East,Email,Cashback_Business,1,3,6,0,6,0,0,0,1,0.593065701995923
124510,Financial Services,South,Email,SME_Growth,0,14,5,4,4,0,0,0,1,0.5929638139279867
123529,Professional Services,South,Sales Outreach,Travel_Corporate,0,5,9,5,2,0,0,0,1,0.5928168167080401
110278,Education,East,Email,Business_Premium,1,4,7,6,3,0,0,0,1,0.592816511521798
106868,Construction,East,Email,Cashback_Business,0,1,1,0,0,0,0,0,1,0.5925538581128252
109197,Construction,South,Paid Search,Enterprise_Expansion,0,13,3,5,3,0,0,0,1,0.5924457932787768
122302,Healthcare,South,Web,Cashback_Business,0,11,3,3,6,0,0,0,1,0.59235272724925
100599,Technology,West,Paid Search,Business_Premium,0,8,8,4,5,0,0,0,1,0.5920735906520491
101562,Professional Services,South,Email,Cashback_Business,1,12,1,0,7,0,0,0,1,0.5920413727744598
103569,Professional Services,East,Sales Outreach,Business_Premium,1,16,5,3,0,0,0,0,1,0.5918382698950697
118124,Professional Services,West,Web,Enterprise_Expansion,1,1,9,1,4,0,0,0,1,0.591517797645436
123219,Construction,West,Paid Search,Business_Premium,1,7,9,0,6,0,0,0,1,0.5914968713410235
123790,Hospitality,North,Email,Startup_Accelerator,0,15,3,3,4,0,0,0,1,0.5911865359015693
120893,Logistics,North,Partner,Cashback_Business,1,16,4,2,5,0,0,0,1,0.5911707092502089
100011,Education,North,Paid Search,Cashback_Business,0,12,2,2,6,0,0,0,1,0.5911467301725691
103125,Logistics,East,Sales Outreach,Business_Premium,0,5,6,5,4,0,0,0,1,0.5910460106098226
121287,Logistics,East,Sales Outreach,SME_Growth,1,7,10,4,3,0,0,0,1,0.5909333172936769
105254,Education,West,Referral,Business_Premium,0,12,2,5,3,0,0,0,1,0.5904294864247145
122117,Logistics,West,Web,Startup_Accelerator,0,5,7,4,5,0,0,0,1,0.5902773619855253
112292,Healthcare,West,Web,Travel_Corporate,1,2,3,0,0,0,0,0,1,0.5901452606169361
121816,Professional Services,East,Social,Startup_Accelerator,1,8,6,6,3,0,0,0,1,0.5896263104684566
116378,Manufacturing,North,Web,Startup_Accelerator,0,7,6,8,3,0,0,0,1,0.5894846426171557
106671,Technology,East,Email,Startup_Accelerator,1,8,9,4,3,0,0,0,1,0.5893897890067958
112801,Retail,East,Partner,SME_Growth,1,8,2,4,5,0,0,0,1,0.5893310292675136
108373,Retail,North,Paid Search,Enterprise_Expansion,0,5,11,3,3,0,0,0,1,0.5891331491303168
124942,Hospitality,West,Partner,SME_Growth,1,8,9,5,1,0,0,0,1,0.5890596384774864
104751,Retail,North,Web,Enterprise_Expansion,1,6,2,5,4,0,0,0,1,0.5889965349427695
100553,Technology,South,Web,Cashback_Business,1,5,9,0,6,0,0,0,1,0.5888871047117294
104170,Education,South,Web,Startup_Accelerator,1,2,2,0,7,0,0,0,1,0.5887951141007639
121835,Construction,East,Referral,Business_Premium,0,10,8,5,2,0,0,0,1,0.588728275975326
113172,Logistics,East,Paid Search,Startup_Accelerator,1,6,9,1,5,0,0,0,1,0.5885551488751215
106212,Manufacturing,East,Paid Search,Startup_Accelerator,1,3,4,6,3,0,0,0,1,0.5885477011130528
123601,Manufacturing,North,Web,Startup_Accelerator,0,11,7,5,2,0,0,0,1,0.5885050378625055
100126,Manufacturing,South,Email,SME_Growth,0,16,4,3,3,0,0,0,1,0.5884226576760533
119945,Retail,North,Referral,Cashback_Business,1,4,7,2,7,0,0,0,1,0.5882628796963125
117594,Construction,East,Web,Travel_Corporate,1,15,5,4,2,0,0,0,1,0.5882124695510013
118072,Hospitality,East,Social,Business_Premium,0,6,8,5,3,0,0,0,1,0.5879639413146214
117381,Professional Services,South,Referral,Business_Premium,1,6,1,1,9,0,0,0,1,0.5877034378625949
124846,Hospitality,West,Email,Startup_Accelerator,0,14,5,3,4,0,0,0,1,0.5876721476251912
107860,Financial Services,East,Partner,Cashback_Business,0,5,9,5,0,0,0,0,1,0.5875696483406354
115571,Retail,East,Email,Business_Premium,1,12,0,1,0,0,0,0,1,0.5875427133376261
110154,Manufacturing,East,Social,Travel_Corporate,1,6,11,2,3,0,0,0,1,0.5875166214538701
120465,Healthcare,West,Sales Outreach,Enterprise_Expansion,0,8,8,3,5,0,0,0,1,0.5875005384479723
121300,Financial Services,East,Partner,Business_Premium,0,9,5,4,6,0,0,0,1,0.5873381961418653
112775,Education,East,Web,SME_Growth,1,8,11,1,3,0,0,0,1,0.5873115108181804
101473,Financial Services,North,Web,Startup_Accelerator,1,10,3,2,6,0,0,0,1,0.5870631130434942
118049,Hospitality,East,Paid Search,Business_Premium,0,10,7,5,1,0,0,0,1,0.5869595077131952
113510,Education,South,Referral,Startup_Accelerator,0,12,1,5,3,0,0,0,1,0.5866110209675188
109669,Technology,West,Paid Search,Travel_Corporate,1,2,4,2,6,0,0,0,1,0.5865750780111235
106619,Professional Services,East,Web,Startup_Accelerator,0,12,7,2,5,0,0,0,1,0.5865030749432971
105828,Manufacturing,East,Paid Search,Cashback_Business,1,10,9,1,5,0,0,0,1,0.5860304922578009
113588,Retail,East,Paid Search,Business_Premium,0,15,4,5,2,0,0,0,1,0.5860143404171124
123975,Healthcare,South,Email,Startup_Accelerator,0,8,8,5,1,0,0,0,1,0.5858966824803196
114673,Retail,North,Partner,Travel_Corporate,0,15,4,1,5,0,0,0,1,0.5858033980902525
110972,Education,South,Sales Outreach,Travel_Corporate,1,4,0,4,4,0,0,0,1,0.5856381558542966
124209,Hospitality,West,Sales Outreach,SME_Growth,1,5,6,4,5,0,0,0,1,0.585603804195243
118850,Logistics,East,Paid Search,Travel_Corporate,1,7,5,6,3,0,0,0,1,0.5855922221376713
102439,Hospitality,East,Paid Search,Startup_Accelerator,0,13,9,3,0,0,0,0,1,0.5854342470870055
105062,Retail,North,Web,Startup_Accelerator,0,3,4,2,7,0,0,0,1,0.5854198740124097
112796,Logistics,South,Social,SME_Growth,0,2,0,0,3,0,0,0,1,0.585402949923928
116155,Construction,South,Referral,Travel_Corporate,0,13,5,5,2,0,0,0,1,0.5852419896500604
105631,Manufacturing,South,Referral,Business_Premium,1,10,9,3,3,0,0,0,1,0.5851345204203777
101691,Manufacturing,West,Sales Outreach,Startup_Accelerator,1,2,10,0,3,0,0,0,1,0.5850873241752812
105448,Hospitality,North,Sales Outreach,SME_Growth,1,5,3,6,3,0,0,0,1,0.5850410767114603
121217,Professional Services,South,Email,Cashback_Business,0,9,7,5,0,0,0,0,1,0.5849086554189911
100622,Technology,East,Email,Travel_Corporate,1,9,4,3,6,0,0,0,1,0.584717247856667
119245,Financial Services,North,Sales Outreach,Cashback_Business,0,11,8,0,5,0,0,0,1,0.5843450372550129
114651,Technology,East,Referral,SME_Growth,1,11,5,3,5,0,0,0,1,0.5842092623944495
100717,Technology,West,Web,Enterprise_Expansion,1,0,3,1,0,0,0,0,1,0.5836904789276183
104245,Construction,East,Web,Business_Premium,1,1,2,6,2,0,0,0,1,0.5836858623659847
110264,Technology,South,Email,Business_Premium,1,10,3,5,0,0,0,0,1,0.583586362243952
105812,Financial Services,South,Email,Travel_Corporate,0,9,2,3,6,0,0,0,1,0.58351662057816
124063,Financial Services,East,Partner,Startup_Accelerator,1,10,4,1,7,0,0,0,1,0.5833977995893086
104349,Professional Services,West,Sales Outreach,Cashback_Business,1,3,8,0,4,0,0,0,1,0.5833874934131447
102631,Professional Services,East,Web,Business_Premium,0,16,4,3,3,0,0,0,1,0.5833397015684835
107469,Financial Services,North,Sales Outreach,SME_Growth,0,9,7,6,1,0,0,0,1,0.5833067047637531
102258,Logistics,South,Social,SME_Growth,0,0,4,2,7,0,0,0,1,0.5832795548364708
122664,Financial Services,North,Web,Business_Premium,1,11,9,1,5,0,0,0,1,0.5830755197609458
121997,Technology,South,Paid Search,Startup_Accelerator,1,5,0,5,3,0,0,0,1,0.5830711282009932
106593,Manufacturing,West,Email,Startup_Accelerator,1,1,8,4,2,0,0,0,1,0.5830401058596684
120449,Retail,West,Referral,SME_Growth,0,10,2,6,1,0,0,0,1,0.582966000638415
115657,Healthcare,East,Social,Enterprise_Expansion,0,11,2,4,5,0,0,0,1,0.5829312284423203
104504,Hospitality,South,Sales Outreach,Cashback_Business,1,11,3,3,5,0,0,0,1,0.5827525817043746
100577,Healthcare,East,Web,Startup_Accelerator,1,4,1,0,0,0,0,0,1,0.5826476367883447
109044,Logistics,East,Partner,Startup_Accelerator,0,7,6,5,4,0,0,0,1,0.5824986581343112
115837,Healthcare,West,Email,Startup_Accelerator,0,12,5,4,4,0,0,0,1,0.5822758766423999
103020,Construction,North,Email,Business_Premium,0,11,4,6,2,0,0,0,1,0.581968192985817
123167,Professional Services,East,Email,SME_Growth,1,10,3,0,7,0,0,0,1,0.5818309228287116
104564,Retail,North,Email,Travel_Corporate,1,8,4,5,3,0,0,0,1,0.5817287976490986
109691,Financial Services,East,Paid Search,Startup_Accelerator,1,14,8,1,3,0,0,0,1,0.5817075252213155
115268,Construction,West,Web,Startup_Accelerator,0,5,2,4,5,0,0,0,1,0.5816388361677363
124557,Professional Services,North,Referral,Startup_Accelerator,0,5,7,1,7,0,0,0,1,0.5814458885562723
115572,Construction,North,Web,Startup_Accelerator,1,12,10,1,1,0,0,0,1,0.5813001138466595
119399,Logistics,East,Partner,Enterprise_Expansion,0,16,3,2,5,0,0,0,1,0.581271526795721
104128,Hospitality,West,Web,SME_Growth,0,4,6,6,2,0,0,0,1,0.5812175442846512
122863,Construction,East,Paid Search,SME_Growth,0,15,5,4,2,0,0,0,1,0.5811960384562322
124337,Construction,North,Web,Business_Premium,0,5,4,1,9,0,0,0,1,0.5811322557964507
101476,Hospitality,North,Sales Outreach,Cashback_Business,0,15,6,2,5,0,0,0,1,0.5810260564940383
108313,Construction,South,Email,Cashback_Business,0,14,5,3,5,0,0,0,1,0.580821217483399
119422,Hospitality,South,Sales Outreach,Travel_Corporate,1,4,1,0,5,0,0,0,1,0.5807493280545185
103857,Professional Services,East,Paid Search,Cashback_Business,1,4,1,4,4,0,0,0,1,0.5805749715646558
105946,Retail,North,Social,SME_Growth,1,6,6,6,3,0,0,0,1,0.5804854653827437
124082,Retail,West,Social,Travel_Corporate,0,14,6,4,2,0,0,0,1,0.5804541625490036
106313,Retail,North,Social,Startup_Accelerator,1,7,2,4,6,0,0,0,1,0.5804170248396203
101908,Healthcare,West,Web,SME_Growth,0,2,4,0,0,0,0,0,1,0.5803786895962413
117952,Manufacturing,South,Email,Enterprise_Expansion,0,10,5,3,6,0,0,0,1,0.5802837337440132
122334,Retail,West,Sales Outreach,Startup_Accelerator,1,6,7,2,5,0,0,0,1,0.5800072714031719
107659,Logistics,West,Social,SME_Growth,0,5,10,3,3,0,0,0,1,0.5800022580086803
103464,Manufacturing,West,Web,SME_Growth,0,3,2,0,8,0,0,0,1,0.5799865766852086
117747,Retail,East,Social,Travel_Corporate,1,3,3,0,0,0,0,0,1,0.5797833789732522
119205,Technology,East,Partner,Travel_Corporate,1,10,5,1,7,0,0,0,1,0.5797522962064897
101620,Logistics,North,Web,Startup_Accelerator,0,3,5,4,5,0,0,0,1,0.5797244552523841
108879,Hospitality,West,Web,Cashback_Business,0,13,5,3,5,0,0,0,1,0.5797205304849034
111968,Logistics,East,Social,Enterprise_Expansion,1,2,1,2,0,0,0,0,1,0.579718634772346
112851,Financial Services,East,Sales Outreach,Startup_Accelerator,1,3,0,0,2,0,0,0,1,0.5796554501401936
109045,Technology,North,Sales Outreach,Business_Premium,1,2,2,0,0,0,0,0,1,0.5796268019798543
118834,Retail,North,Partner,Cashback_Business,0,9,3,6,3,0,0,0,1,0.5791818689651158
111372,Professional Services,North,Paid Search,Cashback_Business,0,6,1,4,5,0,0,0,1,0.5791080752059596
121707,Hospitality,South,Partner,SME_Growth,0,1,4,0,0,0,0,0,1,0.5790647871069701
117839,Logistics,East,Sales Outreach,Cashback_Business,0,7,7,5,3,0,0,0,1,0.5789611916365631
118298,Education,South,Partner,Cashback_Business,0,14,7,3,0,0,0,0,1,0.5787068023300831
110184,Technology,East,Partner,Travel_Corporate,1,2,9,3,2,0,0,0,1,0.5785718418036968
119946,Manufacturing,East,Paid Search,SME_Growth,1,10,5,5,4,0,0,0,1,0.5785713336174039
101739,Construction,North,Paid Search,SME_Growth,0,9,2,4,5,0,0,0,1,0.5785012717356478
124130,Professional Services,East,Partner,Enterprise_Expansion,0,7,12,4,2,0,0,0,1,0.578480105300431
109087,Financial Services,West,Paid Search,SME_Growth,0,4,1,4,5,0,0,0,1,0.578236993274232
121539,Retail,West,Sales Outreach,Enterprise_Expansion,1,15,6,0,2,0,0,0,1,0.5780918752682798
119561,Education,East,Email,Enterprise_Expansion,1,15,0,3,3,0,0,0,1,0.5780089286276541
110283,Logistics,West,Partner,Business_Premium,1,6,0,0,0,0,0,0,1,0.5780010442907015
117957,Manufacturing,West,Social,Business_Premium,0,12,5,5,3,0,0,0,1,0.5779212815093412
121668,Logistics,West,Social,Startup_Accelerator,0,7,10,1,5,0,0,0,1,0.5779206667419194
110416,Retail,West,Partner,Business_Premium,1,9,8,3,4,0,0,0,1,0.5778608144272491
124280,Hospitality,North,Paid Search,Travel_Corporate,1,6,0,0,0,0,0,0,1,0.5778152840806775
102108,Manufacturing,West,Sales Outreach,Enterprise_Expansion,1,10,7,1,6,0,0,0,1,0.5776637062192012
119911,Technology,West,Paid Search,Enterprise_Expansion,1,4,4,6,3,0,0,0,1,0.5776538234324049
107104,Logistics,West,Sales Outreach,SME_Growth,0,12,4,1,6,0,0,0,1,0.5775935309563349
120296,Logistics,East,Partner,Startup_Accelerator,0,7,5,5,5,0,0,0,1,0.5775429720999697
122691,Technology,South,Social,Cashback_Business,1,8,5,3,6,0,0,0,1,0.577481051637503
104544,Professional Services,East,Sales Outreach,Business_Premium,0,12,5,3,5,0,0,0,1,0.5774712229072343
114606,Retail,West,Partner,Business_Premium,0,4,1,6,3,0,0,0,1,0.5774457258570119
101424,Manufacturing,North,Email,Business_Premium,0,6,11,3,2,0,0,0,1,0.5774420931087616
115739,Healthcare,North,Sales Outreach,SME_Growth,0,9,4,6,0,0,0,0,1,0.5772666375897275
106886,Construction,East,Sales Outreach,Startup_Accelerator,1,15,4,1,5,0,0,0,1,0.5771098854773342
104145,Construction,East,Social,Enterprise_Expansion,1,2,4,0,0,0,0,0,1,0.5770610650758673
114172,Hospitality,North,Sales Outreach,Enterprise_Expansion,1,10,5,4,5,0,0,0,1,0.5770567929081707
105439,Construction,North,Sales Outreach,Enterprise_Expansion,1,6,5,0,7,0,0,0,1,0.5769800616212484
116003,Professional Services,South,Social,SME_Growth,0,6,5,6,0,0,0,0,1,0.5769695069791652
103584,Healthcare,West,Paid Search,Startup_Accelerator,0,7,5,3,6,0,0,0,1,0.5768175346034682
105743,Construction,South,Sales Outreach,Startup_Accelerator,1,3,3,0,0,0,0,0,1,0.5766542357531214
122769,Healthcare,East,Referral,Enterprise_Expansion,0,10,1,0,6,0,0,0,1,0.5766254674884411
123045,Professional Services,West,Email,Business_Premium,1,6,1,5,0,0,0,0,1,0.5765332266545039
105783,Healthcare,East,Email,SME_Growth,1,5,7,1,6,0,0,0,1,0.5764711943068394
119953,Logistics,South,Referral,Startup_Accelerator,1,6,3,6,0,0,0,0,1,0.576337796948374
116719,Education,West,Email,SME_Growth,1,10,2,5,4,0,0,0,1,0.5762703657170428
109234,Education,West,Web,SME_Growth,1,2,5,4,0,0,0,0,1,0.5762594343813652
105318,Financial Services,West,Social,Cashback_Business,0,13,3,4,2,0,0,0,1,0.5760088146302466
102995,Professional Services,West,Email,SME_Growth,0,7,2,4,5,0,0,0,1,0.5759213868768318
114389,Logistics,West,Partner,Business_Premium,0,12,8,2,4,0,0,0,1,0.5754809330361349
102448,Education,East,Web,SME_Growth,0,6,7,1,7,0,0,0,1,0.5754805879353563
120470,Hospitality,West,Sales Outreach,Cashback_Business,1,7,4,6,1,0,0,0,1,0.5754803710196378
108305,Financial Services,South,Paid Search,Enterprise_Expansion,0,4,7,4,4,0,0,0,1,0.5753472086581768
100719,Manufacturing,South,Paid Search,SME_Growth,1,6,9,1,5,0,0,0,1,0.5753410250792881
100419,Hospitality,West,Social,Enterprise_Expansion,0,15,1,3,2,0,0,0,1,0.5750916489036557
120957,Logistics,North,Web,Enterprise_Expansion,1,9,0,5,2,0,0,0,1,0.5750848103120544
121552,Construction,North,Paid Search,SME_Growth,0,15,0,3,2,0,0,0,1,0.5749196946169497
107833,Logistics,South,Email,Travel_Corporate,0,6,9,4,4,0,0,0,1,0.5748561531102958
117445,Logistics,West,Referral,SME_Growth,0,14,9,1,4,0,0,0,1,0.5748098268658652
122995,Healthcare,South,Partner,Business_Premium,1,3,7,6,2,0,0,0,1,0.5746996698985218
120414,Professional Services,North,Web,Travel_Corporate,0,10,3,6,2,0,0,0,1,0.5746959199456698
124906,Hospitality,East,Email,Travel_Corporate,1,13,3,4,3,0,0,0,1,0.5746321520931246
108984,Manufacturing,North,Email,Cashback_Business,1,8,7,1,5,0,0,0,1,0.5746094937432809
108112,Hospitality,North,Web,SME_Growth,0,3,7,0,0,0,0,0,1,0.5745440801525938
104018,Construction,East,Sales Outreach,SME_Growth,0,2,5,5,4,0,0,0,1,0.574494848357305
122439,Construction,West,Partner,Enterprise_Expansion,1,2,1,0,1,0,0,0,1,0.5744277049775456
118173,Professional Services,West,Partner,SME_Growth,1,4,3,7,2,0,0,0,1,0.5743477934397977
101460,Logistics,North,Paid Search,Cashback_Business,1,10,7,1,5,0,0,0,1,0.574318863734676
121332,Construction,West,Paid Search,Startup_Accelerator,0,11,2,5,3,0,0,0,1,0.5742899030312313
122601,Logistics,West,Email,Business_Premium,1,3,6,0,5,0,0,0,1,0.5742685310863993
112570,Manufacturing,East,Social,Enterprise_Expansion,0,7,4,7,3,0,0,0,1,0.5742322667160372
116816,Retail,North,Referral,Cashback_Business,1,9,7,3,5,0,0,0,1,0.5742047619676762
120659,Education,West,Email,Travel_Corporate,0,9,6,5,3,0,0,0,1,0.5742000476437229
101583,Professional Services,East,Paid Search,Business_Premium,0,12,2,5,2,0,0,0,1,0.5741450632655929
117525,Professional Services,North,Sales Outreach,Enterprise_Expansion,1,7,1,0,6,0,0,0,1,0.5740636952800405
111731,Healthcare,East,Sales Outreach,SME_Growth,1,11,10,3,1,0,0,0,1,0.574063355954545
110191,Healthcare,South,Sales Outreach,Travel_Corporate,1,13,1,1,5,0,0,0,1,0.5740502601616996
118227,Professional Services,South,Social,Enterprise_Expansion,0,12,3,3,6,0,0,0,1,0.5740431073149882
119212,Logistics,East,Paid Search,Cashback_Business,0,9,2,3,6,0,0,0,1,0.5740212062637567
114463,Construction,North,Email,Business_Premium,1,4,3,2,7,0,0,0,1,0.5739822903840377
105083,Financial Services,South,Sales Outreach,Enterprise_Expansion,0,11,7,5,2,0,0,0,1,0.5739756904169947
117777,Education,West,Sales Outreach,Enterprise_Expansion,1,9,2,4,5,0,0,0,1,0.5739011574797406
103022,Manufacturing,West,Web,Enterprise_Expansion,0,8,10,2,4,0,0,0,1,0.5738784058347366
101644,Manufacturing,North,Web,Startup_Accelerator,1,12,5,4,0,0,0,0,1,0.5738169895664542
112402,Construction,South,Paid Search,Business_Premium,0,19,5,2,3,0,0,0,1,0.5738125787945001
122287,Logistics,South,Web,Cashback_Business,1,4,8,4,1,0,0,0,1,0.5737114829106478
115672,Construction,North,Sales Outreach,Cashback_Business,0,10,5,6,2,0,0,0,1,0.5736941016121562
104344,Logistics,South,Partner,Travel_Corporate,1,8,7,3,4,0,0,0,1,0.5736204464917016
115444,Retail,West,Partner,SME_Growth,1,10,1,2,6,0,0,0,1,0.5734013834641967
109569,Education,North,Referral,SME_Growth,0,10,3,6,2,0,0,0,1,0.5733750351943914
117266,Retail,East,Web,Cashback_Business,0,4,10,4,3,0,0,0,1,0.5733168271154396
124541,Technology,West,Sales Outreach,Business_Premium,0,3,0,1,0,0,0,0,1,0.5732879178025548
114208,Hospitality,South,Partner,Cashback_Business,0,1,0,1,1,0,0,0,1,0.5729514677445025
103974,Logistics,East,Web,Enterprise_Expansion,1,2,2,0,0,0,0,0,1,0.5729082286371842
113623,Healthcare,West,Sales Outreach,Cashback_Business,0,9,5,5,4,0,0,0,1,0.5727760193479525
117550,Retail,South,Paid Search,Travel_Corporate,0,8,2,2,7,0,0,0,1,0.5726340687900545
107719,Manufacturing,South,Partner,Business_Premium,1,10,7,3,4,0,0,0,1,0.572533606956014
108434,Manufacturing,West,Partner,Travel_Corporate,0,4,0,0,0,0,0,0,1,0.5722188232503224
112866,Financial Services,South,Paid Search,Startup_Accelerator,1,5,8,4,0,0,0,0,1,0.5721463015366336
124856,Financial Services,East,Social,Enterprise_Expansion,0,7,9,4,2,0,0,0,1,0.5721459487720412
100317,Education,South,Referral,Business_Premium,0,9,10,2,4,0,0,0,1,0.572078315717631
103270,Manufacturing,North,Sales Outreach,Business_Premium,1,4,2,0,6,0,0,0,1,0.5720768481227676
106637,Construction,East,Partner,SME_Growth,1,10,7,2,5,0,0,0,1,0.5720707406263211
117857,Construction,North,Paid Search,Enterprise_Expansion,1,7,0,0,0,0,0,0,1,0.5720437124257121
123182,Construction,West,Referral,SME_Growth,1,11,1,1,6,0,0,0,1,0.5719486382797022
103112,Logistics,West,Paid Search,SME_Growth,1,10,1,5,2,0,0,0,1,0.5719363666355041
101422,Construction,North,Sales Outreach,Cashback_Business,0,3,1,6,0,0,0,0,1,0.5718530341593353
